Active,Admin2,Confirmed,Country_Region,Date,Deaths,FIPS,Lat,Long_,Province_State,Recovered
0,,3554,Mainland China,2020-01-29,125,0,,,Hubei,88
0,,296,Mainland China,2020-01-29,0,0,,,Zhejiang,3
0,,277,Mainland China,2020-01-29,0,0,,,Guangdong,5
0,,221,Mainland China,2020-01-29,0,0,,,Hunan,0
0,,206,Mainland China,2020-01-29,2,0,,,Henan,1
0,,152,Mainland China,2020-01-29,0,0,,,Anhui,2
0,,147,Mainland China,2020-01-29,0,0,,,Chongqing,1
0,,130,Mainland China,2020-01-29,0,0,,,Shandong,1
0,,111,Mainland China,2020-01-29,1,0,,,Beijing,4
0,,109,Mainland China,2020-01-29,0,0,,,Jiangxi,3
0,,108,Mainland China,2020-01-29,1,0,,,Sichuan,1
0,,99,Mainland China,2020-01-29,0,0,,,Jiangsu,1
0,,96,Mainland China,2020-01-29,1,0,,,Shanghai,5
0,,84,Mainland China,2020-01-29,0,0,,,Fujian,0
0,,58,Mainland China,2020-01-29,0,0,,,Guangxi,2
0,,56,Mainland China,2020-01-29,0,0,,,Shaanxi,0
0,,55,Mainland China,2020-01-29,0,0,,,Yunnan,0
0,,48,Mainland China,2020-01-29,1,0,,,Hebei,0
0,,43,Mainland China,2020-01-29,1,0,,,Hainan,0
0,,39,Mainland China,2020-01-29,0,0,,,Liaoning,1
0,,38,Mainland China,2020-01-29,1,0,,,Heilongjiang,0
0,,27,Mainland China,2020-01-29,0,0,,,Tianjin,0
0,,27,Mainland China,2020-01-29,0,0,,,Shanxi,1
0,,24,Mainland China,2020-01-29,0,0,,,Gansu,0
0,,16,Mainland China,2020-01-29,0,0,,,Inner Mongolia,0
0,,13,Mainland China,2020-01-29,0,0,,,Xinjiang,0
0,,12,Mainland China,2020-01-29,0,0,,,Ningxia,0
0,,10,Hong Kong,2020-01-29,0,0,,,Hong Kong,0
0,,9,Mainland China,2020-01-29,0,0,,,Guizhou,1
0,,9,Mainland China,2020-01-29,0,0,,,Jilin,0
0,,8,Taiwan,2020-01-29,0,0,,,Taiwan,0
0,,7,Macau,2020-01-29,0,0,,,Macau,0
0,,6,Mainland China,2020-01-29,0,0,,,Qinghai,0
0,,1,US,2020-01-29,0,0,,,Washington,0
0,,1,US,2020-01-29,0,0,,,Illinois,0
0,,2,US,2020-01-29,0,0,,,California,0
0,,1,US,2020-01-29,0,0,,,Arizona,0
0,,7,Japan,2020-01-29,0,0,,,,1
0,,14,Thailand,2020-01-29,0,0,,,,5
0,,4,South Korea,2020-01-29,0,0,,,,0
0,,7,Singapore,2020-01-29,0,0,,,,0
0,,2,Vietnam,2020-01-29,0,0,,,,0
0,,5,France,2020-01-29,0,0,,,,0
0,,1,Nepal,2020-01-29,0,0,,,,0
0,,7,Malaysia,2020-01-29,0,0,,,,0
0,,1,Canada,2020-01-29,0,0,,,Ontario,0
0,,1,Canada,2020-01-29,0,0,,,British Columbia,0
0,,1,Cambodia,2020-01-29,0,0,,,,0
0,,1,Sri Lanka,2020-01-29,0,0,,,,0
0,,4,Australia,2020-01-29,0,0,,,New South Wales,0
0,,1,Australia,2020-01-29,0,0,,,Victoria,0
0,,4,Germany,2020-01-29,0,0,,,Bavaria,0
0,,1,Finland,2020-01-29,0,0,,,,0
0,,4,United Arab Emirates,2020-01-29,0,0,,,,0
